0	1
MAX(Jaro(a.rdfs:label, b.rdfs:label))	The link will be generated if the labels of the source and target have maximum Jaro similarity.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and the target have a minimum distance of 0.9 degrees, or the labels of the source and the target have a maximum jaro similarity of 0.9, or the alternate name of the source and the name of the target have a maximum jaro similarity of 0.9.
equality(b.rdfs:label,a.rdfs:label|0.0)	The link will be generated if the labels of the source and the target are equal.
max(levenshtein(b.dc:title,a.rdfs:label|0.70))	The link will be generated if the title of the source has a minimum levenshtein distance of 0.70 with the label of the target.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and the target are within a 0.9 distance in WGS84 or the labels of the source and the target have maximum jaro similarity.
MAX(Levenshtein(, ), Levenshtein(a.foaf:name, ), Levenshtein(a.rdfs:label, ))	The link will be generated if the name of the source, the name of the target, or the label of the target have minimum Levenshtein distance.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.foaf:name|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90),levenshtein(b.drugbank:geneName,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.drugbank:geneName,a.foaf:name|0.90),levenshtein(b.drugbank:geneName,a.rdfs:label|0.90))	The link will be generated if the labels of the source and the target have maximum levenshtein Distance, considering multiple options such as wikiPageRedirects, foaf:name, rdfs:label, and geneName.
jaroWinkler(b.am:name,a.rdfs:label|0.9)	The link will be generated if the names of the source and target have a Jaro-Winkler similarity score greater than or equal to 0.9.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.foaf:name|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90))	The link will be generated if the labels of the source and the target have maximum levenshtein distance similarity, or the labels of the source and the target have maximum levenshtein distance similarity, or the labels of the source and the target have maximum levenshtein distance similarity, with a threshold of 0.90.
average(max(levenshtein(b.geonames:alternateName,a.foaf:name|0.90),levenshtein(b.geonames:name,a.foaf:name|0.90),levenshtein(b.geonames:name,a.dbpedia-prop:name|0.90),levenshtein(b.geonames:alternateName,a.dbpedia-prop:name|0.90),levenshtein(b.geonames:name,a.rdfs:label|0.90),levenshtein(b.geonames:alternateName,a.rdfs:label|0.90),levenshtein(b.geonames:name,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.geonames:alternateName,a.dbpedia:wikiPageRedirects|0.90)),max(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.90)))	The link will be generated if the average of the maximum Levenshtein distances between the alternate names of the source and the names of the target, or the names of the source and the target, or the names of the source and the target's DBpedia property names, or the alternate names of the source and the target's DBpedia property names, or the names of the source and the target's RDFS labels, or the alternate names of the source and the target's RDFS labels, or the names of the source and the target's DBpedia wiki page redirects, is greater than 0.90, or the latitudes and longitudes of the source and the target are closer than 0.90.
average(levenshtein(b.foaf:name,a.foaf:name|0.92))	The link will be generated if the names of the source and target have an average Levenshtein distance of 0.92.
max(qGrams(b.rdfs:label,a.rdfs:label|0.1))	The link will be generated if the labels of the source and the target have maximum q-gram similarity with a tolerance of 0.1.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and target are within a 0.9-degree distance or the labels of the source and target have maximum jaro similarity or the alternate name of the target has maximum jaro similarity with the label of the source.
ADD(0.5*MAX(Levenshtein(a.dbpedia-prop:name, )), 0.5*MAX(Levenshtein(a.dbpedia:birthDate, ), Levenshtein(a.dbpedia-prop:born, ), Levenshtein(a.dbpedia-prop:dateOfBirth, ), Levenshtein(a.dbpedia:deathDate, ), Levenshtein(a.dbpedia-prop:dateOfDeath, ), Levenshtein(a.dbpedia-prop:died, )))	The link will be generated if the name, birth date, born date, date of birth, death date, and died date of the source and target have a weighted average Levenshtein distance of at most 0.5.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.foaf:name|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90),levenshtein(b.drugbank:geneName,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.drugbank:geneName,a.foaf:name|0.90),levenshtein(b.drugbank:geneName,a.rdfs:label|0.90))	The link will be generated if the labels of the source and the target have maximum levenshtein Distance, considering the redirects, name, and labels from DBpedia, FOAF, and RDFS, or if the gene name of the source and the target have maximum levenshtein Distance, considering the redirects, name, and labels from DBpedia, FOAF, and RDFS.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the names of the source and target have a Jaro similarity of at least 0.5, or the latitudes of the source and target have a WGS84 similarity of at least 0.5.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and target have a minimum wgs84 distance of 0.9, or the labels of the source and target have a maximum jaro similarity of 0.9, or the alternate name of the source and the name of the target have a maximum jaro similarity of 0.9.
max(jaro(b.akt:full-name,a.rdfs:label|0.90))	The link will be generated if the full name of the source and the label of the target have a Jaro similarity of at least 0.90.
max(max(qGrams(b.rdfs:label,a.fao:nameList|0.9)),max(qGrams(b.rdfs:label,a.fao:nameShort|0.9)),max(qGrams(b.rdfs:label,a.fao:nameOfficial|0.9)))	The link will be generated if the label of the source has maximum similarity with any of the name types (full, short, official) of the target.
ADD(0.5*MAX(trigrams(a.dbp:binomial, b.geospecies:hasCanonicalName)), 0.5*MAX(trigrams(b.geospecies:hasWikipediaArticle, a.foaf:page)))	The link will be generated if the binomial name of the source and the canonical name of the target have at least 50% trigrams similarity, or the Wikipedia article name of the target and the page name of the source have at least 50% trigrams similarity.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and the target have average similarity of at least 0.9, or the labels of the source and the target have maximum jaro similarity.
ADD(0.5*MAX(Levenshtein(, b.rdfs:label), Levenshtein(a.foaf:name, b.rdfs:label), Levenshtein(a.rdfs:label, b.rdfs:label)), 0.5*MAX(WGS84(a.wgs84:lat, b.openei:Property-3ACoordinates)))	The link will be generated if the labels of the source and target have a weighted average Levenshtein distance of 0.5, with the maximum distance between the source's label and the target's label, and the maximum distance between the source's name and the target's label, or the coordinates of the source and the target have a weighted average WGS84 distance of 0.5.
average(equality(b.rdfs:label,a.rdfs:label|0.90),wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.90))	The link will be generated if the labels of the source and target have at least 90% equality or the coordinates of the source and target have at least 90% similarity.
average(equality(b.rail:crs,a.naptan:crsRef|0.95))	The link will be generated if the CRS (Coordinate Reference System) of the source (b.rail) is equal to the CRS of the target (a.naptan) with a threshold of 0.95.
ADD(0.5*MAX(Jaro(a.rdfs:label, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the labels of the source and the target have at least 50% Jaro similarity or the latitudes of the source and the target have at least 50% WGS84 similarity.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and target have a minimum distance of 0.9 degrees, or the labels of the source and target have a minimum levenshtein distance of 0.9.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90))	The link will be generated if the labels of the source and the target have maximum levenshtein Distance, with a threshold of 0.9, considering both the label of the target as a wiki page redirect and the direct label of the target.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and the target have average similarity of 0.9 or the labels of the source and the target have minimum levenshtein Distance of 0.9, or the alternate name of the target is similar to the label of the source.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and the target are similar (within a 0.9 confidence threshold) or the labels of the source and the target have maximum jaro similarity (based on the rdfs:label and geonames:name or geonames:alternateName).
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.foaf:name|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90),levenshtein(b.drugbank:geneName,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.drugbank:geneName,a.foaf:name|0.90),levenshtein(b.drugbank:geneName,a.rdfs:label|0.90))	The link will be generated if the labels of the source and the target have maximum Levenshtein distance similarity, considering the options of redirect, name, and label for both entities, or if the gene name of the source has maximum Levenshtein distance similarity with the redirect, name, or label of the target, with a minimum similarity threshold of 0.90.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.foaf:name|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90),levenshtein(b.drugbank:genericName,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.drugbank:genericName,a.foaf:name|0.90),levenshtein(b.drugbank:genericName,a.rdfs:label|0.90))	The link will be generated if the labels of the source and target have maximum levenshtein distance, considering redirects and synonyms, in any of the following combinations: b's rdfs:label and a's wikiPageRedirects, b's rdfs:label and a's foaf:name, b's rdfs:label and a's rdfs:label, b's drugbank:genericName and a's wikiPageRedirects, b's drugbank:genericName and a's foaf:name, or b's drugbank:genericName and a's rdfs:label.
MAX(trigrams(a.rdfs:label, b.stitch:organism.rdfs:label))	The link will be generated if the labels of the source and the target have maximum trigrams similarity.
max(qGrams(b.rdfs:label,a.rdfs:label|0.1))	The link will be generated if the labels of the source and target have maximum q-gram similarity with a threshold of 0.1.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the geographic locations of the source and the target are within 0.9 degrees of latitude and longitude, or the labels of the source and the target have maximum jaro similarity.
max(qGrams(b.rdfs:label,a.rdfs:label|0.1))	The link will be generated if the labels of the source and the target have maximum q-gram similarity with a tolerance of 0.1.
max(jaro(b.foaf:name,a.dbpedia-owl:author|0.90))	The link will be generated if the names of the source and target have maximum jaro similarity with a threshold of 0.90.
average(levenshtein(b.eunis:binomialName,a.rdfs:label|0.97),levenshtein(b.dwc:genus,a.dbpedia-owl:genus|0.97))	The link will be generated if the binomial name of the source and the label of the target have a levenshtein distance of 0.97 or less, or the genus of the source and the genus of the target have a levenshtein distance of 0.97 or less.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.foaf:name|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90))	The link will be generated if the label of the source has maximum levenshtein Distance with the label of the target when considering redirects, names, or the original label.
ADD(1*WGS84(a.geo:lat, b.geo:lat))	The link will be generated if the latitude of the source and the latitude of the target have a difference of 1 degree according to the WGS84 coordinate system.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and target have an average similarity of at least 0.9, or the labels of the source and target have a maximum jaro similarity of at least 0.9, or the alternate name of the source and target have a maximum jaro similarity of at least 0.9.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and target are within a distance of 0.9 kilometers, or the label of the source matches the name or alternate name of the target with a Jaro similarity of at least 0.9.
average(jaroWinkler(b.geonames:name,a.rdfs:label|0.80),wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.80))	The link will be generated if the name of the source and the label of the target have maximum jaroWinkler similarity or the geographic coordinates of the source and the target have minimum wgs84 similarity.
max(levenshtein(b.lgdp:country_code_iso3166_1_alpha_2,a.factbook:internetcountrycode|0.8))	The link will be generated if the country code of the source and the internet country code of the target have a maximum levenshtein distance of 0.8.
average(max(levenshtein(b.rdfs:label,a.rdfs:label@en|0.95),levenshtein(b.rdfs:label,a.dbpedia-prop:redirect|0.95),levenshtein(b.rdfs:label,a.dbpedia-prop:name|0.95),levenshtein(b.foaf:name,a.rdfs:label@en|0.95),levenshtein(b.foaf:name,a.dbpedia-prop:redirect|0.95),levenshtein(b.foaf:name,a.dbpedia-prop:name|0.95)),max(equality(b.foaf:homepage,a.foaf:homepage|0.95),levenshtein(b.mo:wikipedia,a.foaf:page|0.95),levenshtein(b.foaf:member,a.dbpedia-prop:currentMembers|0.95),levenshtein(b.foaf:member,a.dbpedia-prop:currentMembers|0.95),levenshtein(b.foaf:maker,a.dbpedia-prop:artist|0.95)))	The link will be generated if the labels of the source and target have maximum Levenshtein similarity, or the homepage of the source and target are equal, or the Wikipedia page of the source is similar to the page of the target, or the members of the source are similar to the current members of the target, or the maker of the source is similar to the artist of the target.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the names of the source and target have at least 50% Jaro similarity or the latitudes of the source and target are within 0.5 degrees according to WGS84.
equality(b.rdfs:label,a.rdfs:label|0.0)	The link will be generated if the labels of the source and the target are identical.
max(levenshtein(b.rdfs:label,diseasename.rdfs:label|0.95))	The link will be generated if the labels of the source and the target have maximum Levenshtein similarity with a threshold of 0.95.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and target have average similarity of at least 0.9, or the labels of the source and target have at least 0.9 jaro similarity in their primary or alternate names.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and target have a minimum distance of 0.9 in WGS84 or the labels of the source and target have a maximum jaro similarity of 0.9.
max(levenshtein(b.dc:title,a.linkedct:country_country_name|0.8))	The link will be generated if the title of the source has a maximum levenshtein Distance of 0.8 with the country name of the target.
average(levenshtein(b.rdfs:label,a.rdfs:label|0.95),levenshtein(b.linkedmdb:actor,a.dbpedia-owl:starring|0.95))	The link will be generated if the labels of the source and target have a minimum Levenshtein distance of 0.95 or the actor of the source is the same as the starring of the target.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the coordinates of the source and target have a similarity of at least 0.9 or the labels of the source and target have a jaro similarity of at least 0.9.
average(levenshtein(b.rdfs:label,a.rdfs:label|0.95),levenshtein(b.foaf:made,a.dbpedia-owl:director|0.95))	The link will be generated if the labels of the source and target have a minimum Levenshtein distance of 0.95, or the director of the source and the director of the target have a minimum Levenshtein distance of 0.95.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the geographical coordinates of the source and target have minimum wgs84 distance of 0.9 or the labels of the source and target have minimum levenshtein distance.
MAX(Levenshtein(a.rdfs:label, b.rdfs:label), Levenshtein(a.foaf:name, b.rdfs:label), Levenshtein(a.rdfs:label, b.rdfs:label))	The link will be generated if the labels of the source and the target have maximum Levenshtein Distance or the name of the source matches the label of the target or the label of the source matches the label of the target.
average(max(jaroWinkler(b.geospecies:hasCanonicalName,a.<http:|0.96)),max(jaroWinkler(b.geospecies:hasWikipediaArticle,a.http://xmlns.com/foaf/0.1/page>|0.96)))	The link will be generated if the species name of the source and the canonical name of the target have maximum jaroWinkler similarity or the species name of the source and the Wikipedia article of the target have maximum jaroWinkler similarity.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and the target have average similarity within a 0.9 radius or the labels of the source and the target have a minimum levenshtein distance within 0.9.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and the target have minimum wgs84 distance or the labels of the source and the target have minimum levenshtein distance.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the coordinates of the source and target have average minimum wgs84 distance or the labels of the source and target have maximum jaro similarity.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and target have minimum wgs84 distance of 0.9 degrees or the labels of the source and target have minimum levenshtein distance or the alternate name of the target has minimum levenshtein distance with the label of the source.
ADD(0.5*trigrams(a.rdfs:label, b.geonames:name), 0.5*WGS84(a.geo:lat, b.geo:lat))	The link will be generated if the labels of the source and the target have a trigrams similarity of at least 0.5 or the latitudes of the source and the target have a WGS84 similarity of at least 0.5.
max(qGrams(b.rdfs:label,a.rdfs:label|0.1))	The link will be generated if the labels of the source and target have maximum q-grams similarity with a tolerance of 0.1.
ADD(0.5*MAX(Levenshtein(a.rdfs:label, b.geonames:name), Levenshtein(a.rdfs:label, b.geonames:alternateName), Levenshtein(, b.geonames:name)), 0.5*MAX(WGS84(a.wgs84:lat, b.wgs84:lat)))	The link will be generated if the labels of the source and target have at least 50% Levenshtein similarity or the latitudes of the source and target have at least 50% similarity based on their WGS84 coordinates.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.95),levenshtein(b.rdfs:label,a.foaf:name|0.95),levenshtein(b.rdfs:label,a.rdfs:label|0.95))	The link will be generated if the label of the source has maximum levenshtein distance similarity with the wiki page redirect, name, or label of the target, with a threshold of 0.95.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the name of the source and the label of the target have at least 50% Jaro similarity or the latitudes of the source and the target have similar WGS84 coordinates.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the coordinates of the source and the target have a maximum wgs84 distance of 0.9 degrees or the labels of the source and the target have a maximum jaro similarity of 0.9.
MAX(Levenshtein(, b.rdfs:label), Levenshtein(a.rdfs:label, b.rdfs:label))	The link will be generated if the labels of the source and the target have maximum Levenshtein distance.
