0	1
OR(OR(qgrams(x.workDescription,y.workDescription)|0.82,jaccard(x.givenName,y.workDescription)|1.0)|0.82,OR(overlap(x.givenName,y.givenName)|0.82,qgrams(x.givenName,y.workDescription)|1.0)|0.82)	The link will be generated if the workDescription of the source and the target resources has an 82% of Qgrams similarity or the resource's givenName of the source and the resource's workDescription of the target has an exact match of Jaccard similarity or the givenName of the source and the target resources has an 82% of Overlap similarity or the resource's givenName of the source and the resource's workDescription of the target has an exact match of Qgrams similarity
AND(AND(trigrams(x.firstName,y.firstName)|0.82,AND(AND(jaroWinkler(x.workDescription,y.workDescription)|0.25,jaccard(x.firstName,y.firstName)|0.82)|0.82,trigrams(x.firstName,y.firstName)|0.25)|0.25)|0.82,jaroWinkler(x.firstName,y.firstName)|0.25)	The link will be generated if the firstName of the source and the target resources has an 82% of Trigrams similarity and the workDescription of the source and the target resources has a 25% of Jarowinkler similarity and the firstName of the source and the target resources has an 82% of Jaccard similarity and a 25% of Trigrams similarity and a Jarowinkler similarity
OR(AND(OR(levenshtein(x.firstName,y.director)|0.45,AND(OR(qgrams(x.director,y.director)|0.55,caverphone1(x.firstName,y.firstName)|0.45)|0.45,qgrams(x.firstName,y.director)|0.55)|0.45)|0.45,caverphone1(x.director,y.firstName)|0.55)|0.45,OR(qgrams(x.firstName,y.firstName)|0.45,jaccard(x.firstName,y.firstName)|0.55)|0.55)	The link will be generated if the resource's firstName of the source and the resource's director of the target has a 45% of Levenshtein similarity or the director of the source and the target resources has a 55% of Qgrams similarity or the firstName of the source and the target resources has a 45% of Caverphone1 similarity and the resource's firstName of the source and the resource's director of the target has a 55% of Qgrams similarity and the resource's director of the source and the resource's firstName of the target has a 55% of Caverphone1 similarity or the firstName of the source and the target resources has a 45% of Qgrams similarity or a 55% of Jaccard similarity
AND(AND(AND(levenshtein(x.title,y.product)|0.82,AND(AND(qgrams(x.product,y.product)|1.0,daitchmokotoff(x.title,y.title)|0.82)|0.82,qgrams(x.title,y.product)|1.0)|0.82)|0.82,daitchmokotoff(x.product,y.title)|1.0)|0.82,AND(qgrams(x.title,y.title)|0.82,cosine(x.title,y.title)|1.0)|1.0)	The link will be generated if the resource's title of the source and the resource's product of the target has an 82% of Levenshtein similarity and the product of the source and the target resources has an exact match of Qgrams similarity and the title of the source and the target resources has an 82% of Daitchmokotoff similarity and the resource's title of the source and the resource's product of the target has an exact match of Qgrams similarity and the resource's product of the source and the resource's title of the target has an exact match of Daitchmokotoff similarity and the title of the source and the target resources has an 82% of Qgrams similarity and an exact match of Cosine similarity
AND(AND(cosine(x.title,y.description)|0.45,AND(AND(trigrams(x.title,y.description)|0.25,overlap(x.description,y.description)|0.45)|0.45,daitchmokotoff(x.title,y.description)|0.25)|0.45)|0.45,trigrams(x.description,y.description)|0.25)	The link will be generated if the resource's title of the source and the resource's description of the target has a 45% of Cosine similarity and a 25% of Trigrams similarity and the description of the source and the target resources has a 45% of Overlap similarity and the resource's title of the source and the resource's description of the target has a 25% of Daitchmokotoff similarity and the description of the source and the target resources has a 25% of Trigrams similarity
AND(AND(AND(jaroWinkler(x.name,y.authors)|0.45,AND(AND(qgrams(x.authors,y.authors)|1.0,ratcliff(x.name,y.name)|0.45)|0.45,qgrams(x.name,y.authors)|1.0)|0.45)|0.45,ratcliff(x.authors,y.name)|1.0)|0.45,AND(qgrams(x.name,y.name)|0.45,cosine(x.name,y.name)|1.0)|1.0)	The link will be generated if the resource's name of the source and the resource's author of the target has a 45% of Jarowinkler similarity and the author of the source and the target resources has an exact match of Qgrams similarity and the name of the source and the target resources has a 45% of Ratcliff similarity and the resource's name of the source and the resource's author of the target has an exact match of Qgrams similarity and the resource's author of the source and the resource's name of the target has an exact match of Ratcliff similarity and the name of the source and the target resources has a 45% of Qgrams similarity and an exact match of Cosine similarity
OR(OR(OR(overlap(x.firstName,y.streetname)|0.0,OR(OR(matchrating(x.streetname,y.streetname)|0.55,refinedsoundex(x.firstName,y.firstName)|0.0)|0.0,matchrating(x.firstName,y.streetname)|0.55)|0.0)|0.0,refinedsoundex(x.streetname,y.firstName)|0.55)|0.0,OR(matchrating(x.firstName,y.firstName)|0.0,cosine(x.firstName,y.firstName)|0.55)|0.55)	The link will be generated if the resource's firstName of the source and the resource's streetname of the target has a complete mismatch of Overlap similarity or the streetname of the source and the target resources has a 55% of Matchrating similarity or the resource's x.firstName of the source and the resource's firstName of the target has a complete mismatch of Refinedsoundex similarity or the resource's firstName of the source and the resource's streetname of the target has a 55% of Matchrating similarity or the resource's x.streetname of the source and the resource's firstName of the target has a 55% of Refinedsoundex similarity or the firstName of the source and the target resources has a complete mismatch of Matchrating similarity or a 55% of Cosine similarity
AND(AND(jaccard(x.title,y.description)|0.45,AND(AND(matchrating(x.title,y.description)|0.55,jaroWinkler(x.description,y.description)|0.45)|0.45,daitchmokotoff(x.title,y.description)|0.55)|0.45)|0.45,matchrating(x.description,y.description)|0.55)	The link will be generated if the resource's title of the source and the resource's description of the target has a 45% of Jaccard similarity and a 55% of Matchrating similarity and the description of the source and the target resources has a 45% of Jarowinkler similarity and the resource's title of the source and the resource's description of the target has a 55% of Daitchmokotoff similarity and the description of the source and the target resources has a 55% of Matchrating similarity
AND(OR(AND(levenshtein(x.title,y.description)|0.45,OR(AND(qgrams(x.description,y.description)|1.0,caverphone1(x.title,y.title)|0.45)|0.45,qgrams(x.title,y.description)|1.0)|0.45)|0.45,caverphone1(x.description,y.title)|1.0)|0.45,AND(qgrams(x.title,y.title)|0.45,nysiis(x.title,y.title)|1.0)|1.0)	The link will be generated if the resource's title of the source and the resource's description of the target has a 45% of Levenshtein similarity and the description of the source and the target resources has an exact match of Qgrams similarity and the title of the source and the target resources has a 45% of Caverphone1 similarity or the resource's title of the source and the resource's description of the target has an exact match of Qgrams similarity or the resource's description of the source and the resource's title of the target has an exact match of Caverphone1 similarity and the title of the source and the target resources has a 45% of Qgrams similarity and the resource's title of the source and the resource's iis(x.title,y.title of the target has an exact match of Nysiis similarity
OR(OR(levenshtein(x.comment,y.comment)|0.45,jaccard(x.comment,y.comment)|0.55)|0.45,AND(levenshtein(x.authors,y.authors)|0.45,jaccard(x.comment,y.comment)|0.55)|0.55)	The link will be generated if the comment of the source and the target resources has a 45% of Levenshtein similarity or a 55% of Jaccard similarity and the author of the source and the target resources has a 45% of Levenshtein similarity and the comment of the source and the target resources has a 55% of Jaccard similarity
OR(OR(nysiis(x.firstName,y.product)|0.82,OR(OR(matchrating(x.firstName,y.product)|0.25,jaroWinkler(x.product,y.product)|0.82)|0.82,ratcliff(x.firstName,y.product)|0.25)|0.82)|0.82,matchrating(x.product,y.product)|0.25)	The link will be generated if the resource's firstName of the source and the resource's iis(x.firstName,y.product of the target has an 82% of Nysiis similarity or the resource's firstName of the source and the resource's product of the target has a 25% of Matchrating similarity or the product of the source and the target resources has an 82% of Jarowinkler similarity or the resource's firstName of the source and the resource's product of the target has a 25% of Ratcliff similarity or the product of the source and the target resources has a 25% of Matchrating similarity
OR(OR(OR(jaroWinkler(x.givenName,y.streetname)|0.0,OR(OR(matchrating(x.streetname,y.streetname)|1.0,soundex(x.givenName,y.givenName)|0.0)|0.0,matchrating(x.givenName,y.streetname)|1.0)|0.0)|0.0,soundex(x.streetname,y.givenName)|1.0)|0.0,OR(matchrating(x.givenName,y.givenName)|0.0,nysiis(x.givenName,y.givenName)|1.0)|1.0)	The link will be generated if the resource's givenName of the source and the resource's streetname of the target has a complete mismatch of Jarowinkler similarity or the streetname of the source and the target resources has an exact match of Matchrating similarity or the resource's x.givenName of the source and the resource's givenName of the target has a complete mismatch of Soundex similarity or the resource's givenName of the source and the resource's streetname of the target has an exact match of Matchrating similarity or the resource's x.streetname of the source and the resource's givenName of the target has an exact match of Soundex similarity or the givenName of the source and the target resources has a complete mismatch of Matchrating similarity or the resource's givenName of the source and the resource's iis(x.givenName,y.givenName of the target has an exact match of Nysiis similarity
AND(OR(overlap(x.name,y.streetname)|0.0,AND(OR(trigrams(x.streetname,y.streetname)|0.55,soundex(x.name,y.name)|0.0)|0.0,trigrams(x.name,y.streetname)|0.55)|0.0)|0.0,soundex(x.streetname,y.name)|0.55)	The link will be generated if the resource's name of the source and the resource's streetname of the target has a complete mismatch of Overlap similarity or the streetname of the source and the target resources has a 55% of Trigrams similarity or the resource's x.name of the source and the resource's name of the target has a complete mismatch of Soundex similarity and the resource's name of the source and the resource's streetname of the target has a 55% of Trigrams similarity and the resource's x.streetname of the source and the resource's name of the target has a 55% of Soundex similarity
OR(AND(OR(levenshtein(x.givenName,y.streetname)|0.45,AND(OR(qgrams(x.streetname,y.streetname)|1.0,doublemeta(x.givenName,y.givenName)|0.45)|0.45,qgrams(x.givenName,y.streetname)|1.0)|0.45)|0.45,doublemeta(x.streetname,y.givenName)|1.0)|0.45,OR(qgrams(x.givenName,y.givenName)|0.45,nysiis(x.givenName,y.givenName)|1.0)|1.0)	The link will be generated if the resource's givenName of the source and the resource's streetname of the target has a 45% of Levenshtein similarity or the streetname of the source and the target resources has an exact match of Qgrams similarity or the givenName of the source and the target resources has a 45% of Doublemeta similarity and the resource's givenName of the source and the resource's streetname of the target has an exact match of Qgrams similarity and the resource's streetname of the source and the resource's givenName of the target has an exact match of Doublemeta similarity or the givenName of the source and the target resources has a 45% of Qgrams similarity or the resource's givenName of the source and the resource's iis(x.givenName,y.givenName of the target has an exact match of Nysiis similarity
OR(OR(jaroWinkler(x.title,y.authors)|0.82,OR(OR(trigrams(x.authors,y.authors)|1.0,caverphone1(x.title,y.title)|0.82)|0.82,trigrams(x.title,y.authors)|1.0)|0.82)|0.82,caverphone1(x.authors,y.title)|1.0)	The link will be generated if the resource's title of the source and the resource's author of the target has an 82% of Jarowinkler similarity or the author of the source and the target resources has an exact match of Trigrams similarity or the title of the source and the target resources has an 82% of Caverphone1 similarity or the resource's title of the source and the resource's author of the target has an exact match of Trigrams similarity or the resource's author of the source and the resource's title of the target has an exact match of Caverphone1 similarity
AND(AND(daitchmokotoff(x.givenName,y.givenName)|0.0,AND(AND(levenshtein(x.givenName,y.authors)|1.0,cosine(x.givenName,y.givenName)|0.0)|0.0,levenshtein(x.givenName,y.givenName)|1.0)|1.0)|0.0,levenshtein(x.givenName,y.givenName)|1.0)	The link will be generated if the givenName of the source and the target resources has a complete mismatch of Daitchmokotoff similarity and the resource's givenName of the source and the resource's author of the target has an exact match of Levenshtein similarity and the givenName of the source and the target resources has a complete mismatch of Cosine similarity and an exact match of Levenshtein similarity and a Levenshtein similarity
AND(AND(AND(mongeElkan(x.name,y.name)|0.82,cosine(x.name,y.name)|0.25)|0.82,OR(mongeElkan(x.description,y.description)|0.82,cosine(x.name,y.name)|0.25)|0.25)|0.82,AND(AND(AND(qgrams(x.name,y.name)|0.82,OR(AND(cosine(x.description,y.description)|0.25,qgrams(x.name,y.name)|0.25)|0.82,mongeElkan(x.description,y.description)|0.82)|0.25)|0.25,mongeElkan(x.name,y.name)|0.82)|0.82,qgrams(x.description,y.description)|0.25)|0.25)	The link will be generated if the name of the source and the target resources has an 82% of Mongeelkan similarity and a 25% of Cosine similarity or the description of the source and the target resources has an 82% of Mongeelkan similarity or the name of the source and the target resources has a 25% of Cosine similarity and an 82% of Qgrams similarity and the description of the source and the target resources has a 25% of Cosine similarity and the name of the source and the target resources has a 25% of Qgrams similarity or the description of the source and the target resources has an 82% of Mongeelkan similarity and the name of the source and the target resources has an 82% of Mongeelkan similarity and the description of the source and the target resources has a 25% of Qgrams similarity
AND(OR(jaccard(x.comment,y.movie)|0.0,AND(OR(matchrating(x.comment,y.movie)|0.25,overlap(x.movie,y.movie)|0.0)|0.0,daitchmokotoff(x.comment,y.movie)|0.25)|0.0)|0.0,matchrating(x.movie,y.movie)|0.25)	The link will be generated if the resource's comment of the source and the resource's movie of the target has a complete mismatch of Jaccard similarity or a 25% of Matchrating similarity or the movie of the source and the target resources has a complete mismatch of Overlap similarity and the resource's comment of the source and the resource's movie of the target has a 25% of Daitchmokotoff similarity and the movie of the source and the target resources has a 25% of Matchrating similarity
OR(OR(OR(Koeln(x.firstName,y.workDescription)|0.45,OR(OR(qgrams(x.workDescription,y.workDescription)|1.0,soundex(x.firstName,y.firstName)|0.45)|0.45,qgrams(x.firstName,y.workDescription)|1.0)|0.45)|0.45,soundex(x.workDescription,y.firstName)|1.0)|0.45,OR(qgrams(x.firstName,y.firstName)|0.45,jaccard(x.firstName,y.firstName)|1.0)|1.0)	The link will be generated if the resource's firstName of the source and the resource's workDescription of the target has a 45% of Koeln similarity or the workDescription of the source and the target resources has an exact match of Qgrams similarity or the resource's x.firstName of the source and the resource's firstName of the target has a 45% of Soundex similarity or the resource's firstName of the source and the resource's workDescription of the target has an exact match of Qgrams similarity or the resource's x.workDescription of the source and the resource's firstName of the target has an exact match of Soundex similarity or the firstName of the source and the target resources has a 45% of Qgrams similarity or an exact match of Jaccard similarity
AND(OR(AND(levenshtein(x.firstName,y.director)|0.82,OR(AND(qgrams(x.director,y.director)|0.55,daitchmokotoff(x.firstName,y.firstName)|0.82)|0.82,qgrams(x.firstName,y.director)|0.55)|0.82)|0.82,daitchmokotoff(x.director,y.firstName)|0.55)|0.82,AND(qgrams(x.firstName,y.firstName)|0.82,cosine(x.firstName,y.firstName)|0.55)|0.55)	The link will be generated if the resource's firstName of the source and the resource's director of the target has an 82% of Levenshtein similarity and the director of the source and the target resources has a 55% of Qgrams similarity and the firstName of the source and the target resources has an 82% of Daitchmokotoff similarity or the resource's firstName of the source and the resource's director of the target has a 55% of Qgrams similarity or the resource's director of the source and the resource's firstName of the target has a 55% of Daitchmokotoff similarity and the firstName of the source and the target resources has an 82% of Qgrams similarity and a 55% of Cosine similarity
OR(OR(overlap(x.givenName,y.givenName)|0.82,cosine(x.givenName,y.givenName)|0.25)|0.82,AND(overlap(x.workDescription,y.workDescription)|0.82,cosine(x.givenName,y.givenName)|0.25)|0.25)	The link will be generated if the givenName of the source and the target resources has an 82% of Overlap similarity or a 25% of Cosine similarity and the workDescription of the source and the target resources has an 82% of Overlap similarity and the givenName of the source and the target resources has a 25% of Cosine similarity
OR(OR(soundex(x.comment,y.comment)|0.0,OR(OR(levenshtein(x.comment,y.director)|1.0,cosine(x.comment,y.comment)|0.0)|0.0,levenshtein(x.comment,y.comment)|1.0)|1.0)|0.0,levenshtein(x.comment,y.comment)|1.0)	The link will be generated if the resource's x.comment of the source and the resource's comment of the target has a complete mismatch of Soundex similarity or the resource's comment of the source and the resource's director of the target has an exact match of Levenshtein similarity or the comment of the source and the target resources has a complete mismatch of Cosine similarity or an exact match of Levenshtein similarity or a Levenshtein similarity
OR(OR(cosine(x.name,y.product)|0.0,OR(OR(trigrams(x.name,y.product)|0.25,mongeElkan(x.product,y.product)|0.0)|0.0,soundex(x.name,y.product)|0.25)|0.0)|0.0,trigrams(x.product,y.product)|0.25)	The link will be generated if the resource's name of the source and the resource's product of the target has a complete mismatch of Cosine similarity or a 25% of Trigrams similarity or the product of the source and the target resources has a complete mismatch of Mongeelkan similarity or the resource's x.name of the source and the resource's product of the target has a 25% of Soundex similarity or the product of the source and the target resources has a 25% of Trigrams similarity
AND(AND(meta(x.givenName,y.givenName)|0.82,AND(AND(jaroWinkler(x.givenName,y.label)|1.0,nysiis(x.givenName,y.givenName)|0.82)|0.82,jaroWinkler(x.givenName,y.givenName)|1.0)|1.0)|0.82,jaroWinkler(x.givenName,y.givenName)|1.0)	The link will be generated if the givenName of the source and the target resources has an 82% of Meta similarity and the resource's givenName of the source and the resource's label of the target has an exact match of Jarowinkler similarity and the resource's givenName of the source and the resource's iis(x.givenName,y.givenName of the target has an 82% of Nysiis similarity and the givenName of the source and the target resources has an exact match of Jarowinkler similarity and an exact match of Jarowinkler similarity
OR(OR(OR(levenshtein(x.firstName,y.streetname)|0.0,OR(OR(trigrams(x.streetname,y.streetname)|0.25,meta(x.firstName,y.firstName)|0.0)|0.0,trigrams(x.firstName,y.streetname)|0.25)|0.0)|0.0,meta(x.streetname,y.firstName)|0.25)|0.0,OR(trigrams(x.firstName,y.firstName)|0.0,nysiis(x.firstName,y.firstName)|0.25)|0.25)	The link will be generated if the resource's firstName of the source and the resource's streetname of the target has a complete mismatch of Levenshtein similarity or the streetname of the source and the target resources has a 25% of Trigrams similarity or the firstName of the source and the target resources has a complete mismatch of Meta similarity or the resource's firstName of the source and the resource's streetname of the target has a 25% of Trigrams similarity or the resource's streetname of the source and the resource's firstName of the target has a 25% of Meta similarity or the firstName of the source and the target resources has a complete mismatch of Trigrams similarity or the resource's firstName of the source and the resource's iis(x.firstName,y.firstName of the target has a 25% of Nysiis similarity
OR(AND(OR(overlap(x.givenName,y.movie)|0.82,AND(OR(trigrams(x.movie,y.movie)|0.25,ratcliff(x.givenName,y.givenName)|0.82)|0.82,trigrams(x.givenName,y.movie)|0.25)|0.82)|0.82,ratcliff(x.movie,y.givenName)|0.25)|0.82,OR(trigrams(x.givenName,y.givenName)|0.82,cosine(x.givenName,y.givenName)|0.25)|0.25)	The link will be generated if the resource's givenName of the source and the resource's movie of the target has an 82% of Overlap similarity or the movie of the source and the target resources has a 25% of Trigrams similarity or the givenName of the source and the target resources has an 82% of Ratcliff similarity and the resource's givenName of the source and the resource's movie of the target has a 25% of Trigrams similarity and the resource's movie of the source and the resource's givenName of the target has a 25% of Ratcliff similarity or the givenName of the source and the target resources has an 82% of Trigrams similarity or a 25% of Cosine similarity
AND(OR(AND(jaroWinkler(x.title,y.streetname)|0.0,OR(AND(matchrating(x.streetname,y.streetname)|0.55,soundex(x.title,y.title)|0.0)|0.0,matchrating(x.title,y.streetname)|0.55)|0.0)|0.0,soundex(x.streetname,y.title)|0.55)|0.0,AND(matchrating(x.title,y.title)|0.0,cosine(x.title,y.title)|0.55)|0.55)	The link will be generated if the resource's title of the source and the resource's streetname of the target has a complete mismatch of Jarowinkler similarity and the streetname of the source and the target resources has a 55% of Matchrating similarity and the resource's x.title of the source and the resource's title of the target has a complete mismatch of Soundex similarity or the resource's title of the source and the resource's streetname of the target has a 55% of Matchrating similarity or the resource's x.streetname of the source and the resource's title of the target has a 55% of Soundex similarity and the title of the source and the target resources has a complete mismatch of Matchrating similarity and a 55% of Cosine similarity
OR(OR(OR(trigrams(x.givenName,y.givenName)|0.45,OR(OR(cosine(x.streetname,y.streetname)|0.55,trigrams(x.givenName,y.givenName)|0.55)|0.45,Koeln(x.streetname,y.streetname)|0.45)|0.55)|0.55,Koeln(x.givenName,y.givenName)|0.45)|0.45,trigrams(x.streetname,y.streetname)|0.55)	The link will be generated if the givenName of the source and the target resources has a 45% of Trigrams similarity or the streetname of the source and the target resources has a 55% of Cosine similarity or the givenName of the source and the target resources has a 55% of Trigrams similarity or the streetname of the source and the target resources has a 45% of Koeln similarity or the givenName of the source and the target resources has a 45% of Koeln similarity or the streetname of the source and the target resources has a 55% of Trigrams similarity
OR(OR(OR(overlap(x.title,y.workDescription)|0.45,OR(OR(qgrams(x.workDescription,y.workDescription)|0.25,meta(x.title,y.title)|0.45)|0.45,qgrams(x.title,y.workDescription)|0.25)|0.45)|0.45,meta(x.workDescription,y.title)|0.25)|0.45,OR(qgrams(x.title,y.title)|0.45,jaccard(x.title,y.title)|0.25)|0.25)	The link will be generated if the resource's title of the source and the resource's workDescription of the target has a 45% of Overlap similarity or the workDescription of the source and the target resources has a 25% of Qgrams similarity or the title of the source and the target resources has a 45% of Meta similarity or the resource's title of the source and the resource's workDescription of the target has a 25% of Qgrams similarity or the resource's workDescription of the source and the resource's title of the target has a 25% of Meta similarity or the title of the source and the target resources has a 45% of Qgrams similarity or a 25% of Jaccard similarity
OR(OR(OR(caverphone1(x.title,y.title)|0.82,OR(OR(levenshtein(x.workDescription,y.workDescription)|1.0,cosine(x.workDescription,y.workDescription)|1.0)|0.82,caverphone1(x.workDescription,y.title)|0.82)|1.0)|1.0,levenshtein(x.workDescription,y.title)|0.82)|0.82,caverphone1(x.title,y.workDescription)|1.0)	The link will be generated if the title of the source and the target resources has an 82% of Caverphone1 similarity or the workDescription of the source and the target resources has an exact match of Levenshtein similarity or an exact match of Cosine similarity or the resource's workDescription of the source and the resource's title of the target has an 82% of Caverphone1 similarity or an 82% of Levenshtein similarity or the resource's title of the source and the resource's workDescription of the target has an exact match of Caverphone1 similarity
AND(OR(mongeElkan(x.title,y.director)|0.82,AND(OR(qgrams(x.director,y.director)|0.55,meta(x.title,y.title)|0.82)|0.82,qgrams(x.title,y.director)|0.55)|0.82)|0.82,meta(x.director,y.title)|0.55)	The link will be generated if the resource's title of the source and the resource's director of the target has an 82% of Mongeelkan similarity or the director of the source and the target resources has a 55% of Qgrams similarity or the title of the source and the target resources has an 82% of Meta similarity and the resource's title of the source and the resource's director of the target has a 55% of Qgrams similarity and the resource's director of the source and the resource's title of the target has a 55% of Meta similarity
AND(AND(AND(daitchmokotoff(x.givenName,y.givenName)|0.0,AND(AND(Koeln(x.movie,y.movie)|0.55,nysiis(x.movie,y.movie)|0.55)|0.0,daitchmokotoff(x.movie,y.givenName)|0.0)|0.55)|0.55,Koeln(x.movie,y.givenName)|0.0)|0.0,daitchmokotoff(x.givenName,y.movie)|0.55)	The link will be generated if the givenName of the source and the target resources has a complete mismatch of Daitchmokotoff similarity and the movie of the source and the target resources has a 55% of Koeln similarity and the resource's movie of the source and the resource's iis(x.movie,y.movie of the target has a 55% of Nysiis similarity and the resource's movie of the source and the resource's givenName of the target has a complete mismatch of Daitchmokotoff similarity and a complete mismatch of Koeln similarity and the resource's givenName of the source and the resource's movie of the target has a 55% of Daitchmokotoff similarity
AND(OR(jaroWinkler(x.title,y.label)|0.45,AND(OR(qgrams(x.label,y.label)|0.25,ratcliff(x.title,y.title)|0.45)|0.45,qgrams(x.title,y.label)|0.25)|0.45)|0.45,ratcliff(x.label,y.title)|0.25)	The link will be generated if the resource's title of the source and the resource's label of the target has a 45% of Jarowinkler similarity or the label of the source and the target resources has a 25% of Qgrams similarity or the title of the source and the target resources has a 45% of Ratcliff similarity and the resource's title of the source and the resource's label of the target has a 25% of Qgrams similarity and the resource's label of the source and the resource's title of the target has a 25% of Ratcliff similarity
OR(AND(jaccard(x.comment,y.movie)|0.45,OR(AND(matchrating(x.comment,y.movie)|0.25,levenshtein(x.movie,y.movie)|0.45)|0.45,ratcliff(x.comment,y.movie)|0.25)|0.45)|0.45,matchrating(x.movie,y.movie)|0.25)	The link will be generated if the resource's comment of the source and the resource's movie of the target has a 45% of Jaccard similarity and a 25% of Matchrating similarity and the movie of the source and the target resources has a 45% of Levenshtein similarity or the resource's comment of the source and the resource's movie of the target has a 25% of Ratcliff similarity or the movie of the source and the target resources has a 25% of Matchrating similarity
AND(AND(AND(refinedsoundex(x.title,y.title)|0.0,AND(AND(jaroWinkler(x.director,y.director)|0.55,cosine(x.director,y.director)|0.55)|0.0,refinedsoundex(x.director,y.title)|0.0)|0.55)|0.55,jaroWinkler(x.director,y.title)|0.0)|0.0,refinedsoundex(x.title,y.director)|0.55)	The link will be generated if the resource's x.title of the source and the resource's title of the target has a complete mismatch of Refinedsoundex similarity and the director of the source and the target resources has a 55% of Jarowinkler similarity and a 55% of Cosine similarity and the resource's x.director of the source and the resource's title of the target has a complete mismatch of Refinedsoundex similarity and the resource's director of the source and the resource's title of the target has a complete mismatch of Jarowinkler similarity and the resource's x.title of the source and the resource's director of the target has a 55% of Refinedsoundex similarity
OR(AND(levenshtein(x.title,y.director)|0.0,OR(AND(matchrating(x.director,y.director)|1.0,refinedsoundex(x.title,y.title)|0.0)|0.0,matchrating(x.title,y.director)|1.0)|0.0)|0.0,refinedsoundex(x.director,y.title)|1.0)	The link will be generated if the resource's title of the source and the resource's director of the target has a complete mismatch of Levenshtein similarity and the director of the source and the target resources has an exact match of Matchrating similarity and the resource's x.title of the source and the resource's title of the target has a complete mismatch of Refinedsoundex similarity or the resource's title of the source and the resource's director of the target has an exact match of Matchrating similarity or the resource's x.director of the source and the resource's title of the target has an exact match of Refinedsoundex similarity
AND(AND(AND(levenshtein(x.title,y.director)|0.82,AND(AND(qgrams(x.director,y.director)|0.25,meta(x.title,y.title)|0.82)|0.82,qgrams(x.title,y.director)|0.25)|0.82)|0.82,meta(x.director,y.title)|0.25)|0.82,AND(qgrams(x.title,y.title)|0.82,nysiis(x.title,y.title)|0.25)|0.25)	The link will be generated if the resource's title of the source and the resource's director of the target has an 82% of Levenshtein similarity and the director of the source and the target resources has a 25% of Qgrams similarity and the title of the source and the target resources has an 82% of Meta similarity and the resource's title of the source and the resource's director of the target has a 25% of Qgrams similarity and the resource's director of the source and the resource's title of the target has a 25% of Meta similarity and the title of the source and the target resources has an 82% of Qgrams similarity and the resource's title of the source and the resource's iis(x.title,y.title of the target has a 25% of Nysiis similarity
OR(OR(nysiis(x.title,y.director)|0.82,OR(OR(qgrams(x.title,y.director)|0.55,Koeln(x.director,y.director)|0.82)|0.82,refinedsoundex(x.title,y.director)|0.55)|0.82)|0.82,qgrams(x.director,y.director)|0.55)	The link will be generated if the resource's title of the source and the resource's iis(x.title,y.director of the target has an 82% of Nysiis similarity or the resource's title of the source and the resource's director of the target has a 55% of Qgrams similarity or the director of the source and the target resources has an 82% of Koeln similarity or the resource's x.title of the source and the resource's director of the target has a 55% of Refinedsoundex similarity or the director of the source and the target resources has a 55% of Qgrams similarity
AND(AND(meta(x.title,y.title)|0.0,AND(AND(Koeln(x.title,y.workDescription)|1.0,cosine(x.title,y.title)|0.0)|0.0,Koeln(x.title,y.title)|1.0)|1.0)|0.0,Koeln(x.title,y.title)|1.0)	The link will be generated if the title of the source and the target resources has a complete mismatch of Meta similarity and the resource's title of the source and the resource's workDescription of the target has an exact match of Koeln similarity and the title of the source and the target resources has a complete mismatch of Cosine similarity and an exact match of Koeln similarity and a Koeln similarity
AND(AND(refinedsoundex(x.firstName,y.firstName)|0.0,AND(AND(mongeElkan(x.firstName,y.product)|1.0,nysiis(x.firstName,y.firstName)|0.0)|0.0,mongeElkan(x.firstName,y.firstName)|1.0)|1.0)|0.0,mongeElkan(x.firstName,y.firstName)|1.0)	The link will be generated if the resource's x.firstName of the source and the resource's firstName of the target has a complete mismatch of Refinedsoundex similarity and the resource's firstName of the source and the resource's product of the target has an exact match of Mongeelkan similarity and the resource's firstName of the source and the resource's iis(x.firstName,y.firstName of the target has a complete mismatch of Nysiis similarity and the firstName of the source and the target resources has an exact match of Mongeelkan similarity and an exact match of Mongeelkan similarity
AND(OR(jaroWinkler(x.name,y.director)|0.45,AND(OR(matchrating(x.director,y.director)|0.25,meta(x.name,y.name)|0.45)|0.45,matchrating(x.name,y.director)|0.25)|0.45)|0.45,meta(x.director,y.name)|0.25)	The link will be generated if the resource's name of the source and the resource's director of the target has a 45% of Jarowinkler similarity or the director of the source and the target resources has a 25% of Matchrating similarity or the name of the source and the target resources has a 45% of Meta similarity and the resource's name of the source and the resource's director of the target has a 25% of Matchrating similarity and the resource's director of the source and the resource's name of the target has a 25% of Meta similarity
AND(AND(nysiis(x.givenName,y.movie)|0.45,AND(AND(matchrating(x.givenName,y.movie)|1.0,mongeElkan(x.movie,y.movie)|0.45)|0.45,soundex(x.givenName,y.movie)|1.0)|0.45)|0.45,matchrating(x.movie,y.movie)|1.0)	The link will be generated if the resource's givenName of the source and the resource's iis(x.givenName,y.movie of the target has a 45% of Nysiis similarity and the resource's givenName of the source and the resource's movie of the target has an exact match of Matchrating similarity and the movie of the source and the target resources has a 45% of Mongeelkan similarity and the resource's x.givenName of the source and the resource's movie of the target has an exact match of Soundex similarity and the movie of the source and the target resources has an exact match of Matchrating similarity
